imagem_73,1.00,0.00,47.23
imagem_74,1.00,0.00,47.10
imagem_75,0.00,0.00,46.99
imagem_76,0.00,0.00,46.83
imagem_77,0.00,0.00,46.74
imagem_78,0.00,0.00,46.80
imagem_79,0.00,0.00,46.90
imagem_80,0.00,0.00,46.91
imagem_81,0.00,0.00,46.91
imagem_82,0.00,0.00,46.91
imagem_83,0.00,0.00,46.91
imagem_84,0.00,0.00,46.91
imagem_85,0.00,0.00,46.91
imagem_86,0.00,0.00,46.91
imagem_87,0.00,0.00,46.91
imagem_88,0.00,0.00,46.91
imagem_89,0.00,0.00,46.91
imagem_90,0.00,0.00,46.91
imagem_91,0.00,0.00,46.91
imagem_92,0.00,0.00,46.91
imagem_93,0.00,0.00,46.91
imagem_94,0.00,0.00,46.91
imagem_95,0.00,0.00,46.91
imagem_96,0.00,0.00,46.91
imagem_97,0.00,0.00,46.91
imagem_98,0.00,0.00,46.91
imagem_99,0.00,0.00,46.91
imagem_100,0.00,0.00,46.91
imagem_101,0.00,0.00,46.91
imagem_102,0.00,0.00,46.91
imagem_103,0.00,0.00,46.91
imagem_104,0.00,0.00,46.91
imagem_105,0.00,0.00,46.91
imagem_106,0.00,0.00,46.91
imagem_107,0.00,0.00,46.91
imagem_108,0.00,0.00,46.91
imagem_109,0.00,0.00,46.91
imagem_110,0.00,0.00,46.91
imagem_111,0.00,0.00,46.91
imagem_112,0.00,0.00,46.91
imagem_113,0.00,0.00,46.91
imagem_114,0.00,0.00,46.91
imagem_115,0.00,0.00,46.91
imagem_116,0.00,0.00,46.91
imagem_117,-1.00,0.00,46.91
imagem_118,-1.00,0.00,46.91
imagem_119,0.00,0.00,46.87
imagem_120,0.00,0.00,46.74
imagem_121,0.00,0.00,46.82
imagem_122,0.00,0.00,46.84
imagem_123,0.00,0.00,46.83
imagem_124,0.00,0.00,46.83
imagem_125,0.00,0.00,46.83
imagem_126,0.00,0.00,46.83
imagem_127,0.00,0.00,46.83
imagem_128,0.00,0.00,46.83
imagem_129,0.00,0.00,46.83
imagem_130,0.00,0.00,46.83
imagem_131,0.00,0.00,46.83
imagem_132,0.00,0.00,46.83
imagem_133,0.00,0.00,46.83
imagem_134,0.00,0.00,46.83
imagem_135,0.00,0.00,46.83
imagem_136,0.00,0.00,46.83
imagem_137,0.00,0.00,46.83
imagem_138,0.00,0.00,46.83
imagem_139,0.00,0.00,46.83
imagem_140,0.00,0.00,46.83
imagem_141,0.00,0.00,46.83
imagem_142,0.00,0.00,46.83
imagem_143,0.00,0.00,46.83
imagem_144,0.00,0.00,46.83
imagem_145,0.00,0.00,46.83
imagem_146,0.00,0.00,46.83
imagem_147,0.00,0.00,46.83
imagem_148,0.00,0.00,46.83
imagem_149,0.00,0.00,46.83
imagem_150,0.00,0.00,46.83
imagem_151,0.00,0.00,46.83
imagem_152,0.00,0.00,46.83
imagem_153,0.00,0.00,46.83
imagem_154,0.00,0.00,46.83
imagem_155,0.00,0.00,46.83
imagem_156,0.00,0.00,46.83
imagem_157,0.00,0.00,46.83
imagem_158,0.00,0.00,46.83
imagem_159,0.00,0.00,46.83
imagem_160,0.00,0.00,46.83
imagem_161,0.00,0.00,46.83
imagem_162,0.00,0.00,46.83
imagem_163,-1.00,0.00,46.83
imagem_164,-1.00,0.00,46.83
imagem_165,-1.00,0.00,46.80
imagem_166,-1.00,0.00,46.66
imagem_167,0.00,0.00,46.56
imagem_168,0.00,0.00,46.43
imagem_169,0.00,0.00,46.24
imagem_170,0.00,0.00,46.45
imagem_171,0.00,0.00,46.48
imagem_172,0.00,0.00,46.53
imagem_173,0.00,0.00,46.50
imagem_174,0.00,0.00,46.51
imagem_175,0.00,0.00,46.51
imagem_176,0.00,0.00,46.51
imagem_177,0.00,0.00,46.51
imagem_178,0.00,0.00,46.51
imagem_179,0.00,0.00,46.51
imagem_180,0.00,0.00,46.51
imagem_181,0.00,0.00,46.51
imagem_182,0.00,0.00,46.51
imagem_183,0.00,0.00,46.51
imagem_184,0.00,0.00,46.51
imagem_185,0.00,0.00,46.51
imagem_186,-1.00,0.00,46.51
imagem_187,-1.00,0.00,46.51
imagem_188,-1.00,0.00,46.48
imagem_189,0.00,0.00,46.34
imagem_190,0.00,0.00,46.24
imagem_191,0.00,0.00,46.22
imagem_192,0.00,0.00,46.36
imagem_193,0.00,0.00,46.33
imagem_194,0.00,0.00,46.35
imagem_195,0.00,0.00,46.34
imagem_196,0.00,0.00,46.34
imagem_197,0.00,0.00,46.34
imagem_198,0.00,0.00,46.34
imagem_199,0.00,0.00,46.34
imagem_200,0.00,0.00,46.34
imagem_201,0.00,0.00,46.34
imagem_202,0.00,0.00,46.34
imagem_203,0.00,0.00,46.34
imagem_204,0.00,0.00,46.34
imagem_205,0.00,0.00,46.34
imagem_206,0.00,0.00,46.34
imagem_207,0.00,0.00,46.34
imagem_208,0.00,0.00,46.34
imagem_209,0.00,0.00,46.34
imagem_210,0.00,0.00,46.34
imagem_211,0.00,0.00,46.34
imagem_212,0.00,0.00,46.34
imagem_213,0.00,0.00,46.34
imagem_214,0.00,0.00,46.34
imagem_215,0.00,0.00,46.34
imagem_216,0.00,0.00,46.34
imagem_217,0.00,0.00,46.34
imagem_218,0.00,0.00,46.34
imagem_219,0.00,0.00,46.34
imagem_220,0.00,0.00,46.34
imagem_221,0.00,0.00,46.34
imagem_222,0.00,0.00,46.34
imagem_223,0.00,0.00,46.34
imagem_224,0.00,0.00,46.34
imagem_225,0.00,0.00,46.34
imagem_226,0.00,0.00,46.34
imagem_227,0.00,0.00,46.34
imagem_228,0.00,0.00,46.34
imagem_229,0.00,0.00,46.34
imagem_230,0.00,0.00,46.34
imagem_231,0.00,0.00,46.34
imagem_232,0.00,0.00,46.34
imagem_233,0.00,0.00,46.34
imagem_234,0.00,0.00,46.34
imagem_235,0.00,0.00,46.34
imagem_236,0.00,0.00,46.34
imagem_237,0.00,0.00,46.34
imagem_238,0.00,0.00,46.34
imagem_239,0.00,0.00,46.34
imagem_240,0.00,0.00,46.34
imagem_241,0.00,0.00,46.34
imagem_242,0.00,0.00,46.34
imagem_243,0.00,0.00,46.34
imagem_244,0.00,0.00,46.34
imagem_245,0.00,0.00,46.34
imagem_246,0.00,0.00,46.34
imagem_247,0.00,0.00,46.34
imagem_248,0.00,0.00,46.34
imagem_249,0.00,0.00,46.34
imagem_250,0.00,0.00,46.34
imagem_251,0.00,0.00,46.34
imagem_252,0.00,0.00,46.34
imagem_253,0.00,0.00,46.34
imagem_254,0.00,0.00,46.34
imagem_255,0.00,0.00,46.34
imagem_256,0.00,0.00,46.34
imagem_257,0.00,0.00,46.34
imagem_258,0.00,0.00,46.34
imagem_259,0.00,0.00,46.34
imagem_260,0.00,0.00,46.34
imagem_261,0.00,0.00,46.34
imagem_262,0.00,0.00,46.34
imagem_263,0.00,0.00,46.34
imagem_264,0.00,0.00,46.34
imagem_265,0.00,0.00,46.34
imagem_266,0.00,0.00,46.34
imagem_267,0.00,0.00,46.34
imagem_268,0.00,0.00,46.34
imagem_269,0.00,0.00,46.34
imagem_270,0.00,0.00,46.34
imagem_271,0.00,0.00,46.34
imagem_272,0.00,0.00,46.34
imagem_273,0.00,0.00,46.34
imagem_274,0.00,0.00,46.34
imagem_275,0.00,0.00,46.34
imagem_276,0.00,0.00,46.34
imagem_277,0.00,0.00,46.34
imagem_278,0.00,0.00,46.34
imagem_279,0.00,0.00,46.34
imagem_280,0.00,0.00,46.34
imagem_281,0.00,0.00,46.34
imagem_282,0.00,0.00,46.34
imagem_283,0.00,0.00,46.34
imagem_284,0.00,0.00,46.34
imagem_285,0.00,0.00,46.34
imagem_286,0.00,0.00,46.34
imagem_287,0.00,0.00,46.34
imagem_288,0.00,0.00,46.34
imagem_289,0.00,0.00,46.34
imagem_290,0.00,0.00,46.34
imagem_291,0.00,0.00,46.34
imagem_292,0.00,0.00,46.34
imagem_293,0.00,0.00,46.34
imagem_294,0.00,0.00,46.34
imagem_295,0.00,0.00,46.34
imagem_296,0.00,0.00,46.34
imagem_297,0.00,0.00,46.34
imagem_298,0.00,0.00,46.34
imagem_299,0.00,0.00,46.34
imagem_300,0.00,0.00,46.34
imagem_301,0.00,0.00,46.34
imagem_302,0.00,0.00,46.34
imagem_303,0.00,0.00,46.34
imagem_304,0.00,0.00,46.34
imagem_305,0.00,0.00,46.34
imagem_306,0.00,0.00,46.34
imagem_307,0.00,0.00,46.34
imagem_308,-1.00,0.00,46.34
imagem_309,-1.00,0.00,46.34
imagem_310,-1.00,0.00,46.31
imagem_311,-1.00,0.00,46.17
imagem_312,-1.00,0.00,46.07
imagem_313,-1.00,0.00,45.94
imagem_314,-1.00,0.00,45.74
imagem_315,-1.00,0.00,45.54
imagem_316,-1.00,0.00,45.37
imagem_317,-1.00,0.00,45.19
imagem_318,-1.00,0.00,45.00
imagem_319,-1.00,0.00,44.82
imagem_320,-1.00,0.00,44.64
imagem_321,0.00,0.00,44.46
imagem_322,0.00,0.00,44.28
imagem_323,0.00,0.00,44.16
imagem_324,0.00,0.00,44.04
imagem_325,0.00,0.00,44.28
imagem_326,0.00,0.00,44.37
imagem_327,0.00,0.00,44.47
imagem_328,0.00,0.00,44.48
imagem_329,0.00,0.00,44.47
imagem_330,0.00,0.00,44.47
imagem_331,0.00,0.00,44.47
imagem_332,0.00,0.00,44.47
imagem_333,0.00,0.00,44.47
imagem_334,0.00,0.00,44.47
imagem_335,0.00,0.00,44.46
imagem_336,0.00,0.00,44.47
imagem_337,0.00,0.00,44.47
imagem_338,0.00,0.00,44.47
imagem_339,0.00,0.00,44.47
imagem_340,0.00,0.00,44.47
imagem_341,0.00,0.00,44.47
imagem_342,0.00,0.00,44.47
imagem_343,0.00,0.00,44.47
imagem_344,0.00,0.00,44.47
imagem_345,0.00,0.00,44.47
imagem_346,0.00,0.00,44.47
imagem_347,0.00,0.00,44.47
imagem_348,0.00,0.00,44.47
imagem_349,0.00,0.00,44.47
imagem_350,1.00,0.00,44.47
imagem_351,1.00,0.00,44.47
imagem_352,1.00,0.00,44.43
imagem_353,1.00,0.00,44.31
imagem_354,1.00,0.00,44.19
imagem_355,1.00,0.00,44.06
imagem_356,1.00,0.00,43.86
imagem_357,1.00,0.00,43.67
imagem_358,1.00,0.00,43.50
imagem_359,1.00,0.00,43.32
imagem_360,0.00,0.00,43.14
imagem_361,0.00,0.00,42.96
imagem_362,0.00,0.00,42.83
imagem_363,0.00,0.00,42.66
imagem_364,0.00,0.00,42.95
imagem_365,0.00,0.00,43.01
imagem_366,0.00,0.00,43.12
imagem_367,0.00,0.00,43.12
imagem_368,0.00,0.00,43.12
imagem_369,0.00,0.00,43.12
imagem_370,0.00,0.00,43.11
imagem_371,0.00,0.00,43.11
imagem_372,0.00,0.00,43.11
imagem_373,0.00,0.00,43.11
imagem_374,0.00,0.00,43.11
imagem_375,0.00,0.00,43.11
imagem_376,0.00,0.00,43.11
imagem_377,0.00,0.00,43.11
imagem_378,0.00,0.00,43.11
imagem_379,0.00,0.00,43.11
imagem_380,0.00,0.00,43.11
imagem_381,0.00,0.00,43.11
imagem_382,0.00,0.00,43.11
imagem_383,0.00,0.00,43.11
imagem_384,0.00,0.00,43.11
imagem_385,0.00,0.00,43.11
imagem_386,0.00,0.00,43.11
imagem_387,0.00,0.00,43.11
imagem_388,0.00,0.00,43.11
imagem_389,0.00,0.00,43.11
imagem_390,0.00,0.00,43.11
imagem_391,0.00,0.00,43.11
imagem_392,0.00,0.00,43.11
imagem_393,0.00,0.00,43.11
imagem_394,0.00,0.00,43.11
imagem_395,0.00,0.00,43.11
imagem_396,0.00,0.00,43.11
imagem_397,0.00,0.00,43.11
imagem_398,0.00,0.00,43.11
imagem_399,0.00,0.00,43.11
imagem_400,0.00,0.00,43.11
imagem_401,0.00,0.00,43.11
imagem_402,0.00,0.00,43.11
imagem_403,0.00,0.00,43.11
imagem_404,0.00,0.00,43.11
imagem_405,0.00,0.00,43.11
imagem_406,0.00,0.00,43.11
imagem_407,0.00,0.00,43.11
imagem_408,0.00,0.00,43.11
imagem_409,0.00,0.00,43.11
imagem_410,-1.00,0.00,43.11
imagem_411,-1.00,0.00,43.11
imagem_412,-1.00,0.00,43.08
imagem_413,-1.00,0.00,42.96
imagem_414,-1.00,0.00,42.84
imagem_415,0.00,0.00,42.71
imagem_416,0.00,0.00,42.51
imagem_417,0.00,0.00,42.42
imagem_418,0.00,0.00,42.36
imagem_419,0.00,0.00,42.56
imagem_420,0.00,0.00,42.60
imagem_421,0.00,0.00,42.65
imagem_422,0.00,0.00,42.62
imagem_423,0.00,0.00,42.63
imagem_424,0.00,0.00,42.63
imagem_425,0.00,0.00,42.63
imagem_426,0.00,0.00,42.63
imagem_427,0.00,0.00,42.63
imagem_428,0.00,0.00,42.63
imagem_429,0.00,0.00,42.63
imagem_430,0.00,0.00,42.63
imagem_431,0.00,0.00,42.63
imagem_432,0.00,0.00,42.63
imagem_433,0.00,0.00,42.63
imagem_434,0.00,0.00,42.63
imagem_435,0.00,0.00,42.63
imagem_436,0.00,0.00,42.63
imagem_437,0.00,0.00,42.63
imagem_438,0.00,0.00,42.63
imagem_439,0.00,0.00,42.63
imagem_440,0.00,0.00,42.63
imagem_441,0.00,0.00,42.63
imagem_442,0.00,0.00,42.63
imagem_443,0.00,0.00,42.63
imagem_444,0.00,0.00,42.63
imagem_445,0.00,0.00,42.63
imagem_446,0.00,0.00,42.63
imagem_447,0.00,0.00,42.63
imagem_448,0.00,0.00,42.63
imagem_449,-1.00,0.00,42.63
imagem_450,-1.00,0.00,42.63
imagem_451,-1.00,0.00,42.60
imagem_452,-1.00,0.00,42.47
imagem_453,-1.00,0.00,42.36
imagem_454,-1.00,0.00,42.23
imagem_455,-1.00,0.00,42.02
imagem_456,-1.00,0.00,41.83
imagem_457,-1.00,0.00,41.66
imagem_458,-1.00,0.00,41.48
imagem_459,0.00,0.00,41.30
imagem_460,0.00,0.00,41.13
imagem_461,0.00,0.00,41.01
imagem_462,0.00,0.00,40.95
imagem_463,0.00,0.00,41.19
imagem_464,0.00,0.00,41.27
imagem_465,0.00,0.00,41.37
imagem_466,0.00,0.00,41.38
imagem_467,0.00,0.00,41.37
imagem_468,0.00,0.00,41.37
imagem_469,-1.00,0.00,41.37
imagem_470,-1.00,0.00,41.37
imagem_471,-1.00,0.00,41.34
imagem_472,-1.00,0.00,41.22
imagem_473,-1.00,0.00,41.08
imagem_474,-1.00,0.00,40.98
imagem_475,0.00,0.00,40.75
imagem_476,0.00,0.00,40.58
imagem_477,0.00,0.00,40.45
imagem_478,0.00,0.00,40.23
imagem_479,0.00,0.00,40.51
imagem_480,0.00,0.00,40.56
imagem_481,0.00,0.00,40.68
imagem_482,0.00,0.00,40.69
imagem_483,0.00,0.00,40.69
imagem_484,0.00,0.00,40.68
imagem_485,0.00,0.00,40.68
imagem_486,0.00,0.00,40.68
imagem_487,0.00,0.00,40.68
imagem_488,0.00,0.00,40.68
imagem_489,0.00,0.00,40.68
imagem_490,0.00,0.00,40.68
imagem_491,0.00,0.00,40.68
imagem_492,0.00,0.00,40.68
imagem_493,0.00,0.00,40.68
imagem_494,0.00,0.00,40.68
imagem_495,0.00,0.00,40.68
imagem_496,0.00,0.00,40.68
imagem_497,0.00,0.00,40.68
imagem_498,0.00,0.00,40.68
imagem_499,0.00,0.00,40.68
imagem_500,0.00,0.00,40.68
imagem_501,0.00,0.00,40.68
imagem_502,0.00,0.00,40.68
imagem_503,0.00,0.00,40.68
imagem_504,0.00,0.00,40.68
imagem_505,0.00,0.00,40.68
imagem_506,0.00,0.00,40.68
imagem_507,0.00,0.00,40.68
imagem_508,0.00,0.00,40.68
imagem_509,0.00,0.00,40.68
imagem_510,0.00,0.00,40.68
imagem_511,1.00,0.00,40.68
imagem_512,1.00,0.00,40.68
imagem_513,0.00,0.00,40.65
imagem_514,0.00,0.00,40.53
imagem_515,0.00,0.00,40.61
imagem_516,0.00,0.00,40.63
imagem_517,0.00,0.00,40.61
imagem_518,0.00,0.00,40.62
imagem_519,0.00,0.00,40.62
imagem_520,0.00,0.00,40.62
imagem_521,0.00,0.00,40.62
imagem_522,0.00,0.00,40.62
imagem_523,0.00,0.00,40.62
imagem_524,0.00,0.00,40.62
imagem_525,0.00,0.00,40.62
imagem_526,0.00,0.00,40.62
imagem_527,0.00,0.00,40.62
imagem_528,0.00,0.00,40.62
imagem_529,0.00,0.00,40.62
imagem_530,0.00,0.00,40.62
imagem_531,0.00,0.00,40.62
imagem_532,0.00,0.00,40.62
imagem_533,0.00,0.00,40.62
imagem_534,0.00,0.00,40.62
imagem_535,0.00,0.00,40.62
imagem_536,0.00,0.00,40.62
imagem_537,0.00,0.00,40.62
imagem_538,1.00,0.00,40.62
imagem_539,1.00,0.00,40.62
imagem_540,0.00,0.00,40.59
imagem_541,0.00,0.00,40.47
imagem_542,0.00,0.00,40.55
imagem_543,0.00,0.00,40.57
imagem_544,0.00,0.00,40.55
imagem_545,0.00,0.00,40.56
imagem_546,1.00,0.00,40.55
imagem_547,1.00,0.00,40.56
imagem_548,0.00,0.00,40.53
imagem_549,0.00,0.00,40.41
imagem_550,0.00,0.00,40.49
imagem_551,0.00,0.00,40.50
imagem_552,0.00,0.00,40.49
imagem_553,0.00,0.00,40.50
imagem_554,0.00,0.00,40.49
imagem_555,0.00,0.00,40.50
imagem_556,1.00,0.00,40.49
imagem_557,1.00,0.00,40.49
imagem_558,1.00,0.00,40.47
imagem_559,0.00,0.00,40.35
imagem_560,0.00,0.00,40.22
imagem_561,0.00,0.00,40.25
imagem_562,0.00,0.00,40.37
imagem_563,0.00,0.00,40.35
imagem_564,0.00,0.00,40.36
imagem_565,0.00,0.00,40.35
imagem_566,0.00,0.00,40.36
imagem_567,0.00,0.00,40.35
imagem_568,0.00,0.00,40.35
imagem_569,0.00,0.00,40.35
imagem_570,0.00,0.00,40.35
imagem_571,0.00,0.00,40.35
imagem_572,0.00,0.00,40.35
imagem_573,0.00,0.00,40.35
imagem_574,0.00,0.00,40.35
imagem_575,-1.00,0.00,40.35
imagem_576,-1.00,0.00,40.35
imagem_577,-1.00,0.00,40.33
imagem_578,-1.00,0.00,40.21
imagem_579,-1.00,0.00,40.08
imagem_580,-1.00,0.00,39.96
imagem_581,0.00,0.00,39.74
imagem_582,0.00,0.00,39.56
imagem_583,0.00,0.00,39.44
imagem_584,0.00,0.00,39.19
imagem_585,0.00,0.00,39.51
imagem_586,0.00,0.00,39.54
imagem_587,0.00,0.00,39.66
imagem_588,0.00,0.00,39.66
imagem_589,0.00,0.00,39.67
imagem_590,0.00,0.00,39.66
imagem_591,0.00,0.00,39.66
imagem_592,0.00,0.00,39.66
imagem_593,0.00,0.00,39.66
imagem_594,0.00,0.00,39.66
imagem_595,0.00,0.00,39.66
imagem_596,0.00,0.00,39.66
imagem_597,0.00,0.00,39.66
imagem_598,0.00,0.00,39.66
imagem_599,0.00,0.00,39.66
imagem_600,0.00,0.00,39.66
imagem_601,0.00,0.00,39.66
imagem_602,0.00,0.00,39.66
imagem_603,0.00,0.00,39.66
imagem_604,0.00,0.00,39.66
imagem_605,0.00,0.00,39.66
imagem_606,0.00,0.00,39.66
imagem_607,0.00,0.00,39.66
imagem_608,0.00,0.00,39.66
imagem_609,0.00,0.00,39.66
imagem_610,0.00,0.00,39.66
imagem_611,0.00,0.00,39.66
imagem_612,0.00,0.00,39.66
imagem_613,0.00,0.00,39.66
imagem_614,0.00,0.00,39.66
imagem_615,-1.00,0.00,39.66
imagem_616,-1.00,0.00,39.66
imagem_617,-1.00,0.00,39.63
imagem_618,-1.00,0.00,39.52
imagem_619,0.00,0.00,39.38
imagem_620,0.00,0.00,39.27
imagem_621,0.00,0.00,39.15
imagem_622,0.00,0.00,39.37
imagem_623,0.00,0.00,39.37
imagem_624,0.00,0.00,39.43
imagem_625,0.00,0.00,39.40
imagem_626,0.00,0.00,39.41
imagem_627,0.00,0.00,39.40
imagem_628,0.00,0.00,39.41
imagem_629,0.00,0.00,39.40
imagem_630,0.00,0.00,39.41
imagem_631,0.00,0.00,39.40
imagem_632,0.00,0.00,39.41
imagem_633,0.00,0.00,39.40
imagem_634,0.00,0.00,39.40
imagem_635,0.00,0.00,39.40
imagem_636,0.00,0.00,39.40
imagem_637,0.00,0.00,39.40
imagem_638,0.00,0.00,39.40
imagem_639,0.00,0.00,39.40
imagem_640,-1.00,0.00,39.40
imagem_641,-1.00,0.00,39.40
imagem_642,-1.00,0.00,39.38
imagem_643,0.00,0.00,39.26
imagem_644,0.00,0.00,39.12
imagem_645,0.00,0.00,39.17
imagem_646,0.00,0.00,39.28
imagem_647,0.00,0.00,39.26
imagem_648,0.00,0.00,39.27
imagem_649,0.00,0.00,39.27
imagem_650,0.00,0.00,39.27
imagem_651,0.00,0.00,39.27
imagem_652,0.00,0.00,39.27
imagem_653,0.00,0.00,39.27
imagem_654,0.00,0.00,39.27
imagem_655,0.00,0.00,39.27
imagem_656,0.00,0.00,39.27
imagem_657,0.00,0.00,39.27
imagem_658,0.00,0.00,39.27
imagem_659,0.00,0.00,39.27
imagem_660,0.00,0.00,39.27
imagem_661,0.00,0.00,39.27
imagem_662,0.00,0.00,39.27
imagem_663,0.00,0.00,39.27
imagem_664,0.00,0.00,39.27
imagem_665,0.00,0.00,39.27
imagem_666,0.00,0.00,39.27
imagem_667,0.00,0.00,39.27
imagem_668,0.00,0.00,39.27
imagem_669,0.00,0.00,39.27
imagem_670,0.00,0.00,39.27
imagem_671,0.00,0.00,39.27
imagem_672,0.00,0.00,39.27
imagem_673,0.00,0.00,39.27
imagem_674,0.00,0.00,39.27
imagem_675,0.00,0.00,39.27
imagem_676,0.00,0.00,39.27
imagem_677,0.00,0.00,39.27
imagem_678,0.00,0.00,39.27
imagem_679,0.00,0.00,39.27
imagem_680,0.00,0.00,39.27
imagem_681,0.00,0.00,39.27
imagem_682,0.00,0.00,39.27
imagem_683,0.00,0.00,39.27
imagem_684,0.00,0.00,39.27
imagem_685,1.00,0.00,39.27
imagem_686,1.00,0.00,39.27
imagem_687,1.00,0.00,39.24
imagem_688,1.00,0.00,39.12
imagem_689,1.00,0.00,38.98
imagem_690,1.00,0.00,38.87
imagem_691,1.00,0.00,38.66
imagem_692,1.00,0.00,38.47
imagem_693,1.00,0.00,38.30
imagem_694,1.00,0.00,38.12
imagem_695,1.00,0.00,37.95
imagem_696,0.00,0.00,37.78
imagem_697,0.00,0.00,37.64
imagem_698,0.00,0.00,37.56
imagem_699,0.00,0.00,37.72
imagem_700,0.00,0.00,37.87
imagem_701,0.00,0.00,38.00
imagem_702,0.00,0.00,38.07
imagem_703,0.00,0.00,38.09
imagem_704,0.00,0.00,38.07
imagem_705,0.00,0.00,38.08
imagem_706,0.00,0.00,38.07
imagem_707,0.00,0.00,38.07
imagem_708,0.00,0.00,38.07
imagem_709,0.00,0.00,38.07
imagem_710,0.00,0.00,38.07
imagem_711,-1.00,0.00,38.07
imagem_712,-1.00,0.00,38.07
imagem_713,0.00,0.00,38.05
imagem_714,0.00,0.00,37.93
imagem_715,0.00,0.00,38.01
imagem_716,0.00,0.00,38.02
imagem_717,0.00,0.00,38.01
imagem_718,0.00,0.00,38.01
imagem_719,0.00,0.00,38.01
imagem_720,0.00,0.00,38.01
imagem_721,0.00,0.00,38.01
imagem_722,0.00,0.00,38.01
imagem_723,0.00,0.00,38.01
imagem_724,0.00,0.00,38.01
imagem_725,0.00,0.00,38.01
imagem_726,0.00,0.00,38.01
imagem_727,0.00,0.00,38.01
imagem_728,0.00,0.00,38.01
imagem_729,-1.00,0.00,38.01
imagem_730,-1.00,0.00,38.01
imagem_731,0.00,0.00,37.98
imagem_732,0.00,0.00,37.87
imagem_733,0.00,0.00,37.95
imagem_734,0.00,0.00,37.96
imagem_735,0.00,0.00,37.95
imagem_736,0.00,0.00,37.95
imagem_737,0.00,0.00,37.95
imagem_738,0.00,0.00,37.95
imagem_739,0.00,0.00,37.95
imagem_740,0.00,0.00,37.95
imagem_741,0.00,0.00,37.95
imagem_742,0.00,0.00,37.95
imagem_743,0.00,0.00,37.95
imagem_744,0.00,0.00,37.95
imagem_745,0.00,0.00,37.95
imagem_746,0.00,0.00,37.95
imagem_747,0.00,0.00,37.95
imagem_748,0.00,0.00,37.95
imagem_749,0.00,0.00,37.95
imagem_750,0.00,0.00,37.95
imagem_751,0.00,0.00,37.95
imagem_752,0.00,0.00,37.95
imagem_753,0.00,0.00,37.95
imagem_754,0.00,0.00,37.95
imagem_755,0.00,0.00,37.95
imagem_756,0.00,0.00,37.95
imagem_757,0.00,0.00,37.95
imagem_758,0.00,0.00,37.95
imagem_759,0.00,0.00,37.95
imagem_760,0.00,0.00,37.95
imagem_761,0.00,0.00,37.95
imagem_762,0.00,0.00,37.95
imagem_763,0.00,0.00,37.95
imagem_764,0.00,0.00,37.95
imagem_765,0.00,0.00,37.95
imagem_766,0.00,0.00,37.95
imagem_767,0.00,0.00,37.95
imagem_768,0.00,0.00,37.95
imagem_769,0.00,0.00,37.95
imagem_770,0.00,0.00,37.95
imagem_771,0.00,0.00,37.95
imagem_772,0.00,0.00,37.95
